LocusID	GOterm	GOdesc	Ontology
Solyc02g069140	GO:0005524	ATP binding	MF
Solyc02g069140	GO:0006418	tRNA aminoacylation for protein translation	BP
Solyc02g069150	GO:0016021	integral component of membrane	CC
Solyc02g069150	GO:0016192	vesicle-mediated transport	BP
Solyc02g069160	GO:0003676	nucleic acid binding	MF
Solyc02g069190	GO:0016020	membrane	CC
Solyc02g069190	GO:0030001	metal ion transport	BP
Solyc02g069190	GO:0046873	metal ion transmembrane transporter activity	MF
Solyc02g069190	GO:0055085	transmembrane transport	BP
Solyc02g069200	GO:0016020	membrane	CC
Solyc02g069200	GO:0030001	metal ion transport	BP
Solyc02g069200	GO:0046873	metal ion transmembrane transporter activity	MF
Solyc02g069200	GO:0055085	transmembrane transport	BP
Solyc02g069210	GO:0016020	membrane	CC
Solyc02g069210	GO:0030001	metal ion transport	BP
Solyc02g069210	GO:0046873	metal ion transmembrane transporter activity	MF
Solyc02g069210	GO:0055085	transmembrane transport	BP
Solyc02g069230	GO:0003676	nucleic acid binding	MF
Solyc02g069230	GO:0004523	RNA-DNA hybrid ribonuclease activity	MF
Solyc02g069260	GO:0003676	nucleic acid binding	MF
Solyc02g069270	GO:0003676	nucleic acid binding	MF
Solyc02g069280	GO:0003676	nucleic acid binding	MF
Solyc02g069300	GO:0004857	enzyme inhibitor activity	MF
Solyc02g069310	GO:0005515	protein binding	MF
Solyc02g069320	GO:0003690	double-stranded DNA binding	MF
Solyc02g069320	GO:0006355	regulation of DNA-templated transcription	BP
Solyc02g069350	GO:0016021	integral component of membrane	CC
Solyc02g069370	GO:0003924	GTPase activity	MF
Solyc02g069370	GO:0005525	GTP binding	MF
Solyc02g069400	GO:0006629	lipid metabolic process	BP
Solyc02g069450	GO:0009522	photosystem I	CC
Solyc02g069450	GO:0009538	photosystem I reaction center	CC
Solyc02g069450	GO:0015979	photosynthesis	BP
Solyc02g069460	GO:0009522	photosystem I	CC
Solyc02g069460	GO:0009538	photosystem I reaction center	CC
Solyc02g069460	GO:0015979	photosynthesis	BP
Solyc02g069480	GO:0004650	polygalacturonase activity	MF
Solyc02g069480	GO:0005975	carbohydrate metabolic process	BP
Solyc02g069490	GO:0016491	oxidoreductase activity	MF
Solyc02g069490	GO:0050660	flavin adenine dinucleotide binding	MF
Solyc02g069490	GO:0055114	oxidoreductase process	MF
Solyc02g069550	GO:0005737	cytoplasm	CC
Solyc02g069550	GO:0016462	pyrophosphatase activity	MF
Solyc02g069600	GO:0005506	iron ion binding	MF
Solyc02g069600	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc02g069600	GO:0020037	heme binding	MF
Solyc02g069600	GO:0055114	oxidoreductase process	MF
Solyc02g069610	GO:0016192	vesicle-mediated transport	BP
Solyc02g069620	GO:0004751	ribose-5-phosphate isomerase activity	MF
Solyc02g069620	GO:0009052	"pentose-phosphate shunt	 non-oxidative branch"	BP
Solyc02g069630	GO:0004252	serine-type endopeptidase activity	MF
Solyc02g069630	GO:0006508	proteolysis	BP
Solyc02g069670	GO:0004553	"hydrolase activity	 hydrolyzing O-glycosyl compounds"	MF
Solyc02g069670	GO:0005975	carbohydrate metabolic process	BP
Solyc02g069680	GO:0007034	vacuolar transport	BP
Solyc02g069690	GO:0016491	oxidoreductase activity	MF
Solyc02g069690	GO:0050660	flavin adenine dinucleotide binding	MF
Solyc02g069690	GO:0055114	oxidoreductase process	MF
Solyc02g069710	GO:0016021	integral component of membrane	CC
Solyc02g069710	GO:0055085	transmembrane transport	BP
Solyc02g069770	GO:0005515	protein binding	MF
Solyc02g069790	GO:0003676	nucleic acid binding	MF
Solyc02g069800	GO:0016787	hydrolase activity	MF
Solyc02g069810	GO:0003682	chromatin binding	MF
Solyc02g069860	GO:0003700	DNA-binding transcription factor activity	MF
Solyc02g069860	GO:0006355	regulation of DNA-templated transcription	BP
Solyc02g069880	GO:0005634	nucleus	CC
Solyc02g069880	GO:0006511	ubiquitin-dependent protein catabolic process	BP
Solyc02g069880	GO:0007275	multicellular organism development	BP
Solyc02g069920	GO:0003824	catalytic activity	MF
Solyc02g069960	GO:0003677	DNA binding	MF
Solyc02g069960	GO:0006355	regulation of DNA-templated transcription	BP
Solyc02g069970	GO:0004672	protein kinase activity	MF
Solyc02g069970	GO:0006468	protein phosphorylation	BP
Solyc02g070000	GO:0004672	protein kinase activity	MF
Solyc02g070000	GO:0006468	protein phosphorylation	BP
Solyc02g070020	GO:0016758	hexosyltransferase activity	MF
Solyc02g070050	GO:0005506	iron ion binding	MF
Solyc02g070050	GO:0008610	lipid biosynthetic process	BP
Solyc02g070050	GO:0016491	oxidoreductase activity	MF
Solyc02g070050	GO:0055114	oxidoreductase process	MF
Solyc02g070060	GO:0016491	oxidoreductase activity	MF
Solyc02g070060	GO:0050660	flavin adenine dinucleotide binding	MF
Solyc02g070060	GO:0055114	oxidoreductase process	MF
Solyc02g070070	GO:0016491	oxidoreductase activity	MF
Solyc02g070070	GO:0050660	flavin adenine dinucleotide binding	MF
Solyc02g070070	GO:0055114	oxidoreductase process	MF
Solyc02g070090	GO:0016491	oxidoreductase activity	MF
Solyc02g070090	GO:0050660	flavin adenine dinucleotide binding	MF
Solyc02g070090	GO:0055114	oxidoreductase process	MF
Solyc02g070100	GO:0003676	nucleic acid binding	MF
Solyc02g070100	GO:0005524	ATP binding	MF
Solyc02g070110	GO:0016491	oxidoreductase activity	MF
Solyc02g070110	GO:0050660	flavin adenine dinucleotide binding	MF
Solyc02g070110	GO:0055114	oxidoreductase process	MF
Solyc02g070120	GO:0016491	oxidoreductase activity	MF
Solyc02g070120	GO:0050660	flavin adenine dinucleotide binding	MF
Solyc02g070120	GO:0055114	oxidoreductase process	MF
Solyc02g070130	GO:0016491	oxidoreductase activity	MF
Solyc02g070130	GO:0050660	flavin adenine dinucleotide binding	MF
Solyc02g070130	GO:0055114	oxidoreductase process	MF
Solyc02g070140	GO:0003677	DNA binding	MF
Solyc02g070140	GO:0006355	regulation of DNA-templated transcription	BP
Solyc02g070160	GO:0016491	oxidoreductase activity	MF
Solyc02g070160	GO:0050660	flavin adenine dinucleotide binding	MF
Solyc02g070160	GO:0055114	oxidoreductase process	MF
Solyc02g070170	GO:0016491	oxidoreductase activity	MF
Solyc02g070170	GO:0050660	flavin adenine dinucleotide binding	MF
Solyc02g070170	GO:0055114	oxidoreductase process	MF
Solyc02g070200	GO:0016491	oxidoreductase activity	MF
Solyc02g070200	GO:0050660	flavin adenine dinucleotide binding	MF
Solyc02g070200	GO:0055114	oxidoreductase process	MF
Solyc02g070240	GO:0003723	RNA binding	MF
Solyc02g070250	GO:0005737	cytoplasm	CC
Solyc02g070250	GO:0120009	intermembrane lipid transfer	BP
Solyc02g070250	GO:0120013	lipid transfer activity	MF
Solyc02g070270	GO:0016020	membrane	CC
Solyc02g070270	GO:0022857	transmembrane transporter activity	MF
Solyc02g070270	GO:0055085	transmembrane transport	BP
Solyc02g070280	GO:0016020	membrane	CC
Solyc02g070280	GO:0022857	transmembrane transporter activity	MF
Solyc02g070280	GO:0055085	transmembrane transport	BP
Solyc02g070290	GO:0016020	membrane	CC
Solyc02g070290	GO:0055085	transmembrane transport	BP
Solyc02g070300	GO:0000723	telomere maintenance	BP
Solyc02g070300	GO:0000784	GO:0000784	
Solyc02g070300	GO:0003677	DNA binding	MF
Solyc02g070310	GO:0003735	structural constituent of ribosome	MF
Solyc02g070310	GO:0005622	intracellular anatomical structure	CC
Solyc02g070310	GO:0005840	ribosome	CC
Solyc02g070310	GO:0006412	translation	BP
Solyc02g070330	GO:0003723	RNA binding	MF
Solyc02g070340	GO:0003723	RNA binding	MF
Solyc02g070400	GO:0030246	carbohydrate binding	MF
Solyc02g070410	GO:0043531	ADP binding	MF
Solyc02g070440	GO:0005524	ATP binding	MF
Solyc02g070450	GO:0004553	"hydrolase activity	 hydrolyzing O-glycosyl compounds"	MF
Solyc02g070450	GO:0005975	carbohydrate metabolic process	BP
Solyc02g070460	GO:0006511	ubiquitin-dependent protein catabolic process	BP
Solyc02g070460	GO:0031625	ubiquitin protein ligase binding	MF
Solyc02g070480	GO:0005515	protein binding	MF
Solyc02g070510	GO:0004298	threonine-type endopeptidase activity	MF
Solyc02g070510	GO:0005839	proteasome core complex	CC
Solyc02g070510	GO:0051603	proteolysis involved in protein catabolic process	BP
Solyc02g070520	GO:0004571	"mannosyl-oligosaccharide 1	2-alpha-mannosidase activity"	MF
Solyc02g070520	GO:0005509	calcium ion binding	MF
Solyc02g070520	GO:0016020	membrane	CC
Solyc02g070560	GO:0008963	phospho-N-acetylmuramoyl-pentapeptide-transferase activity	MF
Solyc02g070560	GO:0016021	integral component of membrane	CC
Solyc02g070570	GO:0003735	structural constituent of ribosome	MF
Solyc02g070570	GO:0005840	ribosome	CC
Solyc02g070570	GO:0006412	translation	BP
Solyc02g070580	GO:0005506	iron ion binding	MF
Solyc02g070580	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc02g070580	GO:0020037	heme binding	MF
Solyc02g070580	GO:0055114	oxidoreductase process	MF
Solyc02g070640	GO:0003735	structural constituent of ribosome	MF
Solyc02g070640	GO:0005840	ribosome	CC
Solyc02g070640	GO:0006412	translation	BP
Solyc02g070650	GO:0003735	structural constituent of ribosome	MF
Solyc02g070650	GO:0005840	ribosome	CC
Solyc02g070650	GO:0006412	translation	BP
Solyc02g070750	GO:0043531	ADP binding	MF
Solyc02g070830	GO:0005515	protein binding	MF
Solyc02g070880	GO:0046983	protein dimerization activity	MF
Solyc02g070890	GO:0004672	protein kinase activity	MF
Solyc02g070890	GO:0005524	ATP binding	MF
Solyc02g070890	GO:0006468	protein phosphorylation	BP
Solyc02g070910	GO:0004672	protein kinase activity	MF
Solyc02g070910	GO:0005524	ATP binding	MF
Solyc02g070910	GO:0006468	protein phosphorylation	BP
Solyc02g071070	GO:0006812	monoatomic cation transport	BP
Solyc02g071070	GO:0015299	GO:0015299	MF
Solyc02g071070	GO:0016021	integral component of membrane	CC
Solyc02g071070	GO:0055085	transmembrane transport	BP
Solyc02g071150	GO:0003677	DNA binding	MF
Solyc02g071160	GO:0008168	methyltransferase activity	MF
Solyc02g071190	GO:0006508	proteolysis	BP
Solyc02g071190	GO:0008236	serine-type peptidase activity	MF
Solyc02g071210	GO:0016021	integral component of membrane	CC
Solyc02g071220	GO:0000160	phosphorelay signal transduction system	BP
Solyc02g071260	GO:0006355	regulation of DNA-templated transcription	BP
Solyc02g071270	GO:0003676	nucleic acid binding	MF
Solyc02g071280	GO:0006364	rRNA processing	BP
Solyc02g071300	GO:0008270	zinc ion binding	MF
Solyc02g071330	GO:0005515	protein binding	MF
Solyc02g071340	GO:0005524	ATP binding	MF
Solyc02g071340	GO:0016887	ATP hydrolysis activity	MF
Solyc02g071350	GO:0005524	ATP binding	MF
Solyc02g071350	GO:0016887	ATP hydrolysis activity	MF
Solyc02g071365	GO:0016491	oxidoreductase activity	MF
Solyc02g071365	GO:0055114	oxidoreductase process	MF
Solyc02g071380	GO:0016491	oxidoreductase activity	MF
Solyc02g071380	GO:0055114	oxidoreductase process	MF
Solyc02g071400	GO:0016491	oxidoreductase activity	MF
Solyc02g071400	GO:0055114	oxidoreductase process	MF
Solyc02g071410	GO:0016491	oxidoreductase activity	MF
Solyc02g071410	GO:0055114	oxidoreductase process	MF
Solyc02g071430	GO:0016491	oxidoreductase activity	MF
Solyc02g071430	GO:0055114	oxidoreductase process	MF
Solyc02g071440	GO:0016491	oxidoreductase activity	MF
Solyc02g071440	GO:0055114	oxidoreductase process	MF
Solyc02g071450	GO:0016491	oxidoreductase activity	MF
Solyc02g071450	GO:0055114	oxidoreductase process	MF
Solyc02g071480	GO:0016491	oxidoreductase activity	MF
Solyc02g071480	GO:0055114	oxidoreductase process	MF
Solyc02g071500	GO:0016491	oxidoreductase activity	MF
Solyc02g071500	GO:0055114	oxidoreductase process	MF
Solyc02g071510	GO:0005515	protein binding	MF
Solyc02g071520	GO:0016021	integral component of membrane	CC
Solyc02g071530	GO:0004518	nuclease activity	MF
Solyc02g071560	GO:0004252	serine-type endopeptidase activity	MF
Solyc02g071560	GO:0006508	proteolysis	BP
Solyc02g071590	GO:0003824	catalytic activity	MF
Solyc02g071590	GO:0005992	trehalose biosynthetic process	BP
Solyc02g071610	GO:0016788	"hydrolase activity	 acting on ester bonds"	MF
Solyc02g071620	GO:0016788	"hydrolase activity	 acting on ester bonds"	MF
Solyc02g071690	GO:0016788	"hydrolase activity	 acting on ester bonds"	MF
Solyc02g071700	GO:0016788	"hydrolase activity	 acting on ester bonds"	MF
Solyc02g071710	GO:0016788	"hydrolase activity	 acting on ester bonds"	MF
Solyc02g071720	GO:0016788	"hydrolase activity	 acting on ester bonds"	MF
Solyc02g071740	GO:0004672	protein kinase activity	MF
Solyc02g071740	GO:0006468	protein phosphorylation	BP
Solyc02g071750	GO:0004112	cyclic-nucleotide phosphodiesterase activity	MF
Solyc02g071800	GO:0004672	protein kinase activity	MF
Solyc02g071800	GO:0005524	ATP binding	MF
Solyc02g071800	GO:0006468	protein phosphorylation	BP
Solyc02g071810	GO:0004672	protein kinase activity	MF
Solyc02g071810	GO:0006468	protein phosphorylation	BP
Solyc02g071860	GO:0004672	protein kinase activity	MF
Solyc02g071860	GO:0006468	protein phosphorylation	BP
Solyc02g071870	GO:0004672	protein kinase activity	MF
Solyc02g071870	GO:0006468	protein phosphorylation	BP
Solyc02g071880	GO:0004672	protein kinase activity	MF
Solyc02g071880	GO:0006468	protein phosphorylation	BP
Solyc02g071890	GO:0000105	histidine biosynthetic process	BP
Solyc02g071890	GO:0004399	histidinol dehydrogenase activity	MF
Solyc02g071890	GO:0008270	zinc ion binding	MF
Solyc02g071890	GO:0051287	NAD binding	MF
Solyc02g071890	GO:0055114	oxidoreductase process	MF
Solyc02g071900	GO:0019915	lipid storage	BP
Solyc02g071910	GO:0015267	channel activity	MF
Solyc02g071910	GO:0016020	membrane	CC
Solyc02g071910	GO:0055085	transmembrane transport	BP
Solyc02g071920	GO:0015267	channel activity	MF
Solyc02g071920	GO:0016020	membrane	CC
Solyc02g071920	GO:0055085	transmembrane transport	BP
Solyc02g071980	GO:0046872	metal ion binding	MF
Solyc02g072000	GO:0003700	DNA-binding transcription factor activity	MF
Solyc02g072000	GO:0005634	nucleus	CC
Solyc02g072000	GO:0006355	regulation of DNA-templated transcription	BP
Solyc02g072000	GO:0043565	sequence-specific DNA binding	MF
Solyc02g072060	GO:0003700	DNA-binding transcription factor activity	MF
Solyc02g072060	GO:0005634	nucleus	CC
Solyc02g072060	GO:0006355	regulation of DNA-templated transcription	BP
Solyc02g072060	GO:0043565	sequence-specific DNA binding	MF
Solyc02g072070	GO:0004672	protein kinase activity	MF
Solyc02g072070	GO:0005524	ATP binding	MF
Solyc02g072070	GO:0006468	protein phosphorylation	BP
Solyc02g072080	GO:0005515	protein binding	MF
Solyc02g072090	GO:0003887	DNA-directed DNA polymerase activity	MF
Solyc02g072105	GO:0016787	hydrolase activity	MF
Solyc02g072120	GO:0006621	protein retention in ER lumen	BP
Solyc02g072120	GO:0016021	integral component of membrane	CC
Solyc02g072120	GO:0046923	ER retention sequence binding	MF
Solyc02g072130	GO:0015031	protein transport	BP
Solyc02g072130	GO:0016020	membrane	CC
Solyc02g072150	GO:0003824	catalytic activity	MF
Solyc02g072150	GO:0005992	trehalose biosynthetic process	BP
Solyc02g072180	GO:0003924	GTPase activity	MF
Solyc02g072180	GO:0005525	GTP binding	MF
Solyc02g072230	GO:0005515	protein binding	MF
Solyc02g072240	GO:0016020	membrane	CC
Solyc02g072240	GO:0016760	cellulose synthase (UDP-forming) activity	MF
Solyc02g072240	GO:0030244	cellulose biosynthetic process	BP
Solyc02g072250	GO:0005515	protein binding	MF
Solyc02g072270	GO:0008270	zinc ion binding	MF
Solyc02g072280	GO:0004252	serine-type endopeptidase activity	MF
Solyc02g072280	GO:0006508	proteolysis	BP
Solyc02g072290	GO:0004252	serine-type endopeptidase activity	MF
Solyc02g072290	GO:0006508	proteolysis	BP
Solyc02g072300	GO:0004672	protein kinase activity	MF
Solyc02g072300	GO:0005524	ATP binding	MF
Solyc02g072300	GO:0006468	protein phosphorylation	BP
Solyc02g072310	GO:0004672	protein kinase activity	MF
Solyc02g072310	GO:0005524	ATP binding	MF
Solyc02g072310	GO:0006468	protein phosphorylation	BP
Solyc02g072330	GO:0004252	serine-type endopeptidase activity	MF
Solyc02g072330	GO:0006508	proteolysis	BP
Solyc02g072350	GO:0004252	serine-type endopeptidase activity	MF
Solyc02g072350	GO:0006508	proteolysis	BP
Solyc02g072370	GO:0004252	serine-type endopeptidase activity	MF
Solyc02g072370	GO:0006508	proteolysis	BP
Solyc02g072400	GO:0004672	protein kinase activity	MF
Solyc02g072400	GO:0005524	ATP binding	MF
Solyc02g072400	GO:0006468	protein phosphorylation	BP
Solyc02g072423	GO:0005515	protein binding	MF
Solyc02g072440	GO:0004672	protein kinase activity	MF
Solyc02g072440	GO:0005524	ATP binding	MF
Solyc02g072440	GO:0006468	protein phosphorylation	BP
Solyc02g072470	GO:0004672	protein kinase activity	MF
Solyc02g072470	GO:0005524	ATP binding	MF
Solyc02g072470	GO:0006468	protein phosphorylation	BP
Solyc02g072480	GO:0004672	protein kinase activity	MF
Solyc02g072480	GO:0005524	ATP binding	MF
Solyc02g072480	GO:0006468	protein phosphorylation	BP
Solyc02g072500	GO:0016020	membrane	CC
Solyc02g072500	GO:0022857	transmembrane transporter activity	MF
Solyc02g072500	GO:0055085	transmembrane transport	BP
Solyc02g072510	GO:0006355	regulation of DNA-templated transcription	BP
Solyc02g072520	GO:0004672	protein kinase activity	MF
Solyc02g072520	GO:0006468	protein phosphorylation	BP
Solyc02g072530	GO:0004672	protein kinase activity	MF
Solyc02g072530	GO:0005524	ATP binding	MF
Solyc02g072530	GO:0006468	protein phosphorylation	BP
Solyc02g072540	GO:0004672	protein kinase activity	MF
Solyc02g072540	GO:0005524	ATP binding	MF
Solyc02g072540	GO:0006468	protein phosphorylation	BP
Solyc02g072560	GO:0006351	DNA-templated transcription	BP
Solyc02g072560	GO:0043565	sequence-specific DNA binding	MF
Solyc02g072570	GO:0006351	DNA-templated transcription	BP
Solyc02g072570	GO:0043565	sequence-specific DNA binding	MF
Solyc02g073570	GO:0006351	DNA-templated transcription	BP
Solyc02g073570	GO:0043565	sequence-specific DNA binding	MF
Solyc02g073580	GO:0006351	DNA-templated transcription	BP
Solyc02g073580	GO:0043565	sequence-specific DNA binding	MF
Solyc02g075610	GO:0000139	Golgi membrane	CC
Solyc02g075610	GO:0005737	cytoplasm	CC
Solyc02g075610	GO:0006886	intracellular protein transport	BP
Solyc02g075610	GO:0048280	vesicle fusion with Golgi apparatus	BP
Solyc02g075620	GO:0030599	pectinesterase activity	MF
Solyc02g075620	GO:0042545	cell wall modification	BP
Solyc02g076640	GO:0006351	DNA-templated transcription	BP
Solyc02g076640	GO:0043565	sequence-specific DNA binding	MF
Solyc02g076660	GO:0004672	protein kinase activity	MF
Solyc02g076660	GO:0006468	protein phosphorylation	BP
Solyc02g076690	GO:0006508	proteolysis	BP
Solyc02g076690	GO:0008234	cysteine-type peptidase activity	MF
Solyc02g076710	GO:0006508	proteolysis	BP
Solyc02g076710	GO:0008234	cysteine-type peptidase activity	MF
Solyc02g076760	GO:0004640	phosphoribosylanthranilate isomerase activity	MF
Solyc02g076760	GO:0006568	tryptophan metabolic process	BP
Solyc02g076780	GO:0004672	protein kinase activity	MF
Solyc02g076780	GO:0006468	protein phosphorylation	BP
Solyc02g076850	GO:0003677	DNA binding	MF
Solyc02g076850	GO:0006355	regulation of DNA-templated transcription	BP
Solyc02g076880	GO:0030001	metal ion transport	BP
Solyc02g076880	GO:0046872	metal ion binding	MF
Solyc02g076910	GO:0006508	proteolysis	BP
Solyc02g076910	GO:0008234	cysteine-type peptidase activity	MF
Solyc02g076920	GO:0046983	protein dimerization activity	MF
Solyc02g076970	GO:0006508	proteolysis	BP
Solyc02g076970	GO:0008234	cysteine-type peptidase activity	MF
Solyc02g076980.5	GO:0006508	proteolysis	BP
Solyc02g076980.5	GO:0008234	cysteine-type peptidase activity	MF
Solyc02g076990	GO:0006629	lipid metabolic process	BP
Solyc02g077000	GO:0006629	lipid metabolic process	BP
Solyc02g077010	GO:0006629	lipid metabolic process	BP
Solyc02g077030	GO:0006629	lipid metabolic process	BP
Solyc02g077040	GO:0006508	proteolysis	BP
Solyc02g077040	GO:0008234	cysteine-type peptidase activity	MF
Solyc02g077050	GO:0006508	proteolysis	BP
Solyc02g077050	GO:0008234	cysteine-type peptidase activity	MF
Solyc02g077100	GO:0006629	lipid metabolic process	BP
Solyc02g077140	GO:0006629	lipid metabolic process	BP
Solyc02g077150	GO:0006629	lipid metabolic process	BP
Solyc02g077160	GO:0006629	lipid metabolic process	BP
Solyc02g077220	GO:0016788	"hydrolase activity	 acting on ester bonds"	MF
Solyc02g077260	GO:0005515	protein binding	MF
Solyc02g077290	GO:0004970	ionotropic glutamate receptor activity	MF
Solyc02g077290	GO:0016020	membrane	CC
Solyc02g077300	GO:0004601	peroxidase activity	MF
Solyc02g077300	GO:0006979	response to oxidative stress	BP
Solyc02g077300	GO:0020037	heme binding	MF
Solyc02g077300	GO:0055114	oxidoreductase process	MF
Solyc02g077310	GO:0002161	aminoacyl-tRNA editing activity	MF
Solyc02g077310	GO:0005737	cytoplasm	CC
Solyc02g077310	GO:0051499	D-aminoacyl-tRNA deacylase activity	MF
Solyc02g077330	GO:0016788	"hydrolase activity	 acting on ester bonds"	MF
Solyc02g077340	GO:0016788	"hydrolase activity	 acting on ester bonds"	MF
Solyc02g077360	GO:0003700	DNA-binding transcription factor activity	MF
Solyc02g077360	GO:0006355	regulation of DNA-templated transcription	BP
Solyc02g077370	GO:0003700	DNA-binding transcription factor activity	MF
Solyc02g077370	GO:0006355	regulation of DNA-templated transcription	BP
Solyc02g077390	GO:0003677	DNA binding	MF
Solyc02g077400	GO:0003924	GTPase activity	MF
Solyc02g077400	GO:0005525	GTP binding	MF
Solyc02g077420	GO:0006629	lipid metabolic process	BP
Solyc02g077460	GO:0006464	GO:0006464	BP
Solyc02g077480	GO:0000786	nucleosome	CC
Solyc02g077480	GO:0003677	DNA binding	MF
Solyc02g077520	GO:0008171	O-methyltransferase activity	MF
Solyc02g077530	GO:0008171	O-methyltransferase activity	MF
Solyc02g077560	GO:0003677	DNA binding	MF
Solyc02g077560	GO:0005634	nucleus	CC
Solyc02g077560	GO:0006355	regulation of DNA-templated transcription	BP
Solyc02g077560	GO:0009725	response to hormone	BP
Solyc02g077570	GO:0006952	defense response	BP
Solyc02g077570	GO:0016021	integral component of membrane	CC
Solyc02g077590	GO:0003677	DNA binding	MF
Solyc02g077600	GO:0003924	GTPase activity	MF
Solyc02g077600	GO:0005525	GTP binding	MF
Solyc02g077610	GO:0003677	DNA binding	MF
Solyc02g077610	GO:0006355	regulation of DNA-templated transcription	BP
Solyc02g077620	GO:0008146	sulfotransferase activity	MF
Solyc02g077630	GO:0004672	protein kinase activity	MF
Solyc02g077630	GO:0005524	ATP binding	MF
Solyc02g077630	GO:0006468	protein phosphorylation	BP
Solyc02g077660	GO:0003677	DNA binding	MF
Solyc02g077680	GO:0005975	carbohydrate metabolic process	BP
Solyc02g077680	GO:0008184	glycogen phosphorylase activity	MF
Solyc02g077800	GO:0003676	nucleic acid binding	MF
Solyc02g077800	GO:0008270	zinc ion binding	MF
Solyc02g077810	GO:0003700	DNA-binding transcription factor activity	MF
Solyc02g077810	GO:0006355	regulation of DNA-templated transcription	BP
Solyc02g077840	GO:0003700	DNA-binding transcription factor activity	MF
Solyc02g077840	GO:0006355	regulation of DNA-templated transcription	BP
Solyc02g077850	GO:0005515	protein binding	MF
Solyc02g077860	GO:0000287	magnesium ion binding	MF
Solyc02g077920	GO:0003677	DNA binding	MF
Solyc02g077920	GO:0005634	nucleus	CC
Solyc02g077950	GO:0003677	DNA binding	MF
Solyc02g077950	GO:0006355	regulation of DNA-templated transcription	BP
Solyc02g077990	GO:0003723	RNA binding	MF
Solyc02g077990	GO:0003735	structural constituent of ribosome	MF
Solyc02g077990	GO:0005840	ribosome	CC
Solyc02g077990	GO:0006412	translation	BP
Solyc02g078000	GO:0005515	protein binding	MF
Solyc02g078120	GO:0003743	translation initiation factor activity	MF
Solyc02g078120	GO:0005737	cytoplasm	CC
Solyc02g078120	GO:0005852	eukaryotic translation initiation factor 3 complex	CC
Solyc02g078130	GO:0046983	protein dimerization activity	MF
Solyc02g078140	GO:0004672	protein kinase activity	MF
Solyc02g078140	GO:0006468	protein phosphorylation	BP
Solyc02g078190	GO:0016471	vacuolar proton-transporting V-type ATPase complex	CC
Solyc02g078190	GO:0042626	ATPase-coupled transmembrane transporter activity	MF
Solyc02g078190	GO:1902600	proton transmembrane transport	BP
Solyc02g078200	GO:0005840	ribosome	CC
Solyc02g078230	GO:0000148	"1	3-beta-D-glucan synthase complex"	CC
Solyc02g078230	GO:0003843	"1	3-beta-D-glucan synthase activity"	MF
Solyc02g078230	GO:0006075	(1->3)-beta-D-glucan biosynthetic process	BP
Solyc02g078230	GO:0016020	membrane	CC
Solyc02g078260	GO:0003677	DNA binding	MF
Solyc02g078260	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	MF
Solyc02g078260	GO:0006351	DNA-templated transcription	BP
Solyc02g078285	GO:0006366	transcription by RNA polymerase II	BP
Solyc02g078300	GO:0006366	transcription by RNA polymerase II	BP
Solyc02g078320	GO:0046872	metal ion binding	MF
Solyc02g078340	GO:0003700	DNA-binding transcription factor activity	MF
Solyc02g078340	GO:0005634	nucleus	CC
Solyc02g078340	GO:0006355	regulation of DNA-templated transcription	BP
Solyc02g078340	GO:0043565	sequence-specific DNA binding	MF
Solyc02g078360	GO:0045454	cell redox homeostasis	BP
Solyc02g078390	GO:0005524	ATP binding	MF
Solyc02g078390	GO:0006298	mismatch repair	BP
Solyc02g078390	GO:0030983	mismatched DNA binding	MF
Solyc02g078400	GO:0016787	hydrolase activity	MF
Solyc02g078440	GO:0000439	transcription factor TFIIH core complex	CC
Solyc02g078440	GO:0001671	ATPase activator activity	MF
Solyc02g078440	GO:0006289	nucleotide-excision repair	BP
Solyc02g078450	GO:0016021	integral component of membrane	CC
Solyc02g078530	GO:0004672	protein kinase activity	MF
Solyc02g078530	GO:0005524	ATP binding	MF
Solyc02g078530	GO:0006468	protein phosphorylation	BP
Solyc02g078580	GO:0003677	DNA binding	MF
Solyc02g078600	GO:0016021	integral component of membrane	CC
Solyc02g078600	GO:0022857	transmembrane transporter activity	MF
Solyc02g078600	GO:0055085	transmembrane transport	BP
Solyc02g078610	GO:0005634	nucleus	CC
Solyc02g078620	GO:0003677	DNA binding	MF
Solyc02g078620	GO:0006355	regulation of DNA-templated transcription	BP
Solyc02g078650	GO:0016491	oxidoreductase activity	MF
Solyc02g078680	GO:0005515	protein binding	MF
Solyc02g078680	GO:0007165	signal transduction	BP
Solyc02g078690	GO:0004185	serine-type carboxypeptidase activity	MF
Solyc02g078690	GO:0006508	proteolysis	BP
Solyc02g078710	GO:0005515	protein binding	MF
Solyc02g078750	GO:0004672	protein kinase activity	MF
Solyc02g078750	GO:0006468	protein phosphorylation	BP
Solyc02g078780	GO:0004672	protein kinase activity	MF
Solyc02g078780	GO:0006468	protein phosphorylation	BP
Solyc02g078800	GO:0005515	protein binding	MF
Solyc02g078810	GO:0005515	protein binding	MF
Solyc02g078860	GO:0046854	phosphatidylinositol phosphate biosynthetic process	BP
Solyc02g078900	GO:0016491	oxidoreductase activity	MF
Solyc02g078900	GO:0055114	oxidoreductase process	MF
